Date,Team Name,Team Size,Start Time,End Time,Total Time,Puzzles Solved
2018-11-13,Low Brow Line,4,19:02:00,20:30:00,01:28:00,5
2018-11-13,Prismatic Nexus,4,19:01:00,20:00:00,00:59:00,5
2018-11-13,GC,3,,,,
2018-12-11,Pickled Pint,2,20:38:00,22:09:00,01:31:00,5
2018-12-11,Dream Crushers,3,20:22:00,21:46:00,01:24:00,5
2018-12-11,Button Classic,4,20:24:00,21:30:00,01:06:00,5
2018-12-11,Field Nuts,2,19:08:00,21:13:00,02:05:00,5
2018-12-11,Plant & Whale,3,19:15:00,20:47:00,01:32:00,5
2018-12-11,Pickled Black Licorice,4,19:31:00,20:45:00,01:14:00,5
2018-12-11,Wherolfe BaMitzvul,5,19:54:00,20:42:00,00:48:00,5
2018-12-11,Knuts + Friends,6,19:07:00,20:30:00,01:23:00,5
2018-12-11,Puzzlestar Puzzlactica,4,19:38:00,20:29:00,00:51:00,5
2018-12-11,The Likely Suspects,4,19:32:00,20:23:00,00:51:00,5
2018-12-11,Gentleman Johnny's Party Train,4,19:45:00,20:22:00,00:37:00,5
2018-12-11,Epic Sailors,2,19:15:00,20:22:00,01:07:00,5
2018-12-11,Silver Bawlz,4,19:20:00,20:21:00,01:01:00,5
2018-12-11,Badboyz of Market Research,2,19:06:00,20:19:00,01:13:00,5
2018-12-11,Dr. Snow,4,19:28:00,20:02:00,00:34:00,5
2018-12-11,Zero Seconds,3,19:12:00,19:53:00,00:41:00,5
2018-12-11,Team Kat's Team,5,19:17:00,19:45:00,00:28:00,5
2018-12-11,Spinish,4,19:06:00,19:41:00,00:35:00,5
2018-12-11,Squid Pro Quo,4,20:31:00,21:30:00,00:59:00,5
2018-12-11,GC,3,,,,
2019-01-08,Viper Elevensies,2,19:31:00,21:34:00,02:03:00,5
2019-01-08,Cremated Shit,3,19:00:00,21:22:00,02:22:00,5
2019-01-08,1 Squiiiiiiiiiid 4 Pence,4,19:47:00,20:53:00,01:06:00,5
2019-01-08,Button Classic,5,19:25:00,21:13:00,01:48:00,5
2019-01-08,The Likely Suspects,5,19:48:00,21:12:00,01:24:00,5
2019-01-08,101011,5,19:19:00,21:04:00,01:45:00,5
2019-01-08,Clap Clap Clap Clap,2,19:03:00,20:56:00,01:53:00,5
2019-01-08,Rock Paper Scissors Shoot,2,19:16:00,20:50:00,01:34:00,5
2019-01-08,Prismatic Nexus,4,19:28:00,20:44:00,01:16:00,5
2019-01-08,Spinish,5,19:11:00,20:38:00,01:27:00,5
2019-01-08,Scent of Potroast,7,19:12:00,20:14:00,01:02:00,5
2019-01-08,Low Brow Line,4,19:01:00,20:34:00,01:33:00,5
2019-01-08,Team Kat's Team,6,19:14:00,20:25:00,01:11:00,5
2019-01-08,The One with Dr. Know,4,19:29:00,20:19:00,00:50:00,5
2019-01-08,Puzzlestar Puzzlactica,4,19:03:00,20:37:00,01:34:00,5
2019-01-08,Plant & Whale,4,19:14:00,20:28:00,01:14:00,5
2019-01-08,Pickled Black Licorice,6,19:19:00,21:09:00,01:50:00,5
2019-01-08,[no name listed],4,19:38:00,22:00:00,02:22:00,4
2019-01-08,GC,3,,,,
2019-02-12,Team Kat's Team,5,19:20:00,20:39:00,01:19:00,5
2019-02-12,Epic Sailors,2,19:37:00,20:24:00,00:47:00,5
2019-02-12,Dr. Nocean,4,19:52:00,20:42:00,00:50:00,5
2019-02-12,Zero Seconds,3,19:22:00,20:43:00,01:21:00,5
2019-02-12,Kai,4,19:02:00,20:50:00,01:48:00,5
2019-02-12,Plant&Whale,6,19:35:00,20:50:00,01:15:00,5
2019-02-12,Puzzlestar Puzzlactica,4,19:34:00,21:14:00,01:40:00,5
2019-02-12,Scent of Potroast,3,19:39:00,21:24:00,01:45:00,5
2019-02-12,Gentleman Johnny's Party Train,4,19:38:00,21:26:00,01:48:00,5
2019-02-12,Tinder Social,6,19:02:00,21:32:00,02:30:00,4
2019-02-12,Squiiiiiiint,6,20:17:00,21:37:00,01:20:00,5
2019-02-12,Puzzle Punks,3,19:09:00,21:40:00,02:31:00,5
2019-02-12,Team Velar Fricatives,2,19:19:00,21:38:00,02:19:00,5
2019-02-12,Button Classic,2,19:46:00,21:46:00,02:00:00,5
2019-02-12,Blurst of Teams,3,19:32:00,21:52:00,02:20:00,5
2019-02-12,Team QR,2,19:36:00,21:51:00,02:15:00,5
2019-02-12,Rock Paper Scissors Shoot,2,19:06:00,21:52:00,02:46:00,4
2019-02-12,Pickled Black Licorice,4,19:47:00,21:50:00,02:03:00,3
2019-02-12,"Pfassetts & Co., Ltd.",5,19:26:00,21:48:00,02:22:00,5
2019-02-12,"Slow Speed, Deep's Owls",3,19:17:00,22:00:00,02:43:00,5
2019-02-12,The Likely Suspects,4,19:38:00,21:45:00,02:07:00,5
2019-02-12,Sodium Dreams,4,19:48:00,22:00:00,02:12:00,3
2019-02-12,Dream Crushers,2,20:36:00,22:00:00,01:24:00,3
2019-02-12,GC,3,,,,
2019-03-12,Morgan's Merry Men,2,20:22:00,21:40:00,01:18:00,5
2019-03-12,Critical Dingle Boop,3.5,20:00:00,21:11:00,01:11:00,5
2019-03-12,Squid 1,3,19:52:00,21:10:00,01:18:00,5
2019-03-12,Squid 2 ,4,19:53:00,21:10:00,01:17:00,4
2019-03-12,Puzzlestar Puzzlactica,4,19:38:00,20:31:00,00:53:00,5
2019-03-12,Rally for Beer,4,19:23:00,21:07:00,01:44:00,5
2019-03-12,Likely Suspects,3,19:51:00,20:55:00,01:04:00,5
2019-03-12,High Pressure Puzzle People,3,19:38:00,21:21:00,01:43:00,5
2019-03-12,Dream Crushers,3,19:17:00,20:47:00,01:30:00,5
2019-03-12,Right Sunny Order of the Pharynx,2,19:26:00,20:41:00,01:15:00,5
2019-03-12,Quizteama Aguilera Tries Puzzles!,3,19:04:00,20:39:00,01:35:00,5
2019-03-12,Dr. Notable Work in the Cultural Canon that We Know Nothing About,4,20:03:00,20:36:00,00:33:00,5
2019-03-12,Gentleman Johnny's Party Train,5,19:48:00,20:36:00,00:48:00,5
2019-03-12,Triple Threat,3,19:11:00,20:33:00,01:22:00,5
2019-03-12,QR,3,19:08:00,20:31:00,01:23:00,5
2019-03-12,Bad boys of market research,3,19:14:00,20:31:00,01:17:00,5
2019-03-12,Spinish,5,19:25:00,20:28:00,01:03:00,5
2019-03-12,Zero Seconds,1,19:02:00,20:25:00,01:23:00,5
2019-03-12,Epic Sailors,2,19:23:00,20:04:00,00:41:00,5
2019-03-12,Team Kat's Team,8,19:32:00,20:02:00,00:30:00,5
2019-03-12,Low Brau Line,4,19:02:00,19:43:00,00:41:00,5
2019-03-12,Plant and Whale,6,19:32:00,20:05:00,00:33:00,5
2019-03-12,GC,3,,,,
2019-04-09,Dream Crushers,4,18:55:00,20:54:00,01:59:00,5
2019-04-09,Epic Sailors,4,19:21:00,19:57:00,00:36:00,5
2019-04-09,Team 🐱's Team,4,19:37:00,20:10:00,00:33:00,5
2019-04-09,Plant and Whale,5,19:21:00,20:41:00,01:20:00,5
2019-04-09,SPINISH,3,19:07:00,20:08:00,01:01:00,5
2019-04-09,squiiiiiiiid,4,19:18:00,20:26:00,01:08:00,5
2019-04-09,Puzzlstar Puzzlactica,4,19:13:00,19:59:00,00:46:00,5
2019-04-09,Emergence of the Unmarked,2,19:15:00,20:37:00,01:22:00,5
2019-04-09,Tryna Taco,3,19:07:00,20:07:00,01:00:00,5
2019-04-09,Pickled Black Licorice,5,19:49:00,21:02:00,01:13:00,5
2019-04-09,James Bond,4,19:43:00,20:10:00,00:27:00,5
2019-04-09,Blurst of Teams,5,19:14:00,20:22:00,01:08:00,5
2019-04-09,Low Line (no brows),3,19:00:00,20:00:00,01:00:00,5
2019-04-09,Cat's Team 👌,4,19:37:00,20:10:00,00:33:00,5
2019-04-09,Gentleman Johnny's Party Train,4,19:32:00,20:36:00,01:04:00,5
2019-04-09,Scent of Pot Roast,3,19:08:00,20:24:00,01:16:00,5
2019-04-09,Zero Seconds,3,19:10:00,20:09:00,00:59:00,5
2019-04-09,Sodium Dreams,6,19:15:00,20:47:00,01:32:00,5
2019-04-09,QUIZTEAMA AGUILERA DOES PUZZLES!,3,19:01:00,20:13:00,01:12:00,5
2019-04-09,FKS,3,19:40:00,20:53:00,01:13:00,5
2019-04-09,GC,,,,,
2019-05-14,Dr. Know Running in the Halls,4,19:45:00,20:22:00,00:37:00,5
2019-05-14,Vegetable Magic,4,19:17:00,20:38:00,01:21:00,5
2019-05-14,Team Kat's Team,6,19:12:00,20:43:00,01:31:00,5
2019-05-14,Spinish,3,19:01:00,20:52:00,01:51:00,5
2019-05-14,Puzzlestar Puzzlactica,4,19:25:00,21:04:00,01:39:00,5
2019-05-14,/ʈ̬ˤʰ/,2,19:06:00,21:12:00,02:06:00,5
2019-05-14,High Pressure Puzzle People,4,19:17:00,21:34:00,02:17:00,5
2019-05-14,Plant & Whale,6,19:36:00,21:34:00,01:58:00,5
2019-05-14,Gentleman Johnny's Party Train,4,19:46:00,21:35:00,01:49:00,5
2019-05-14,Kramer's Krew,2,19:12:00,21:40:00,02:28:00,5
2019-05-14,Scent of Potroast,5,19:18:00,21:39:00,02:21:00,5
2019-05-14,Pickled Black Licorice,5,19:06:00,21:50:00,02:44:00,5
2019-05-14,The Likely Suspects,3,19:54:00,21:45:00,01:51:00,5
2019-05-14,Safety First,6,19:08:00,21:43:00,02:35:00,5
2019-05-14,Bad Boys of Market Research,3,19:48:00,21:51:00,02:03:00,5
2019-05-14,Zero Seconds,2,19:02:00,21:53:00,02:51:00,5
2019-05-14,Itenticle Squids,2,19:43:00,21:53:00,02:10:00,5
2019-05-14,Confused GoT Fans,4,18:58:00,22:08:00,03:10:00,5
2019-05-14,Dream Crushers,3,19:45:00,21:47:00,02:02:00,4
2019-05-14,Button Classic,4,20:17:00,21:57:00,01:40:00,4
2019-05-14,Epic Sailors,2,,,00:00:00,3
2019-05-14,Gal Pals,2,,,00:00:00,3
2019-05-14,GC,,,,,
2019-06-11,Tinder Social,3,19:26:00,21:51:00,02:25:00,5
2019-06-11,Dream Crushers,2,19:53:00,21:40:00,01:47:00,5
2019-06-11,Almost fully employed now!,2,20:00:00,21:26:00,01:26:00,5
2019-06-11,Pickled Black Licorice,6,19:06:00,21:37:00,02:31:00,5
2019-06-11,Acsquidentally Inkoherent,5.5,19:49:00,21:25:00,01:36:00,5
2019-06-11,Rally for Beer,5,19:00:00,21:04:00,02:04:00,5
2019-06-11,Scent of Potroast,2,19:08:00,21:17:00,02:09:00,5
2019-06-11,Gentleman Johnny's Party Train,3,19:35:00,21:08:00,01:33:00,5
2019-06-11,Kramer's Krew,3,19:13:00,20:22:00,01:09:00,5
2019-06-11,Ryan's Angels,4,19:15:00,20:43:00,01:28:00,5
2019-06-11,Puzzlers on Summer Vacation,5,19:25:00,20:38:00,01:13:00,5
2019-06-11,Tim's Team,3,19:38:00,20:37:00,00:59:00,5
2019-06-11,Puzzlestar Puzzlactica,4,19:25:00,20:26:00,01:01:00,5
2019-06-11,Epic Sailors,2,19:47:00,20:27:00,00:40:00,5
2019-06-11,Catholaholics,6,19:08:00,20:17:00,01:09:00,5
2019-06-11,Kai's Team Won,4,19:19:00,20:20:00,01:01:00,5
2019-06-11,Team Kat's Team,3,19:37:00,20:16:00,00:39:00,5
2019-06-11,Low Line (No Brow),3,19:00:00,20:11:00,01:11:00,5
2019-06-11,Tryna Taco,3,19:08:00,20:11:00,01:03:00,5
2019-06-11,Plant & Whale,4,19:19:00,20:10:00,00:51:00,5
2019-06-11,Dr. Kno'brian,4,19:33:00,20:04:00,00:31:00,5
2019-06-11,Zero Seconds,3,19:00:00,19:42:00,00:42:00,5
2019-06-11,Vegetable Magic,3,19:03:00,20:06:00,01:03:00,5
2019-06-11,Spinish,3,19:08:00,20:09:00,01:01:00,5
2019-06-11,Rally for Beer 2,2,19:06:00,20:12:00,01:06:00,5
2019-06-11,Quizteama Aguilera does puzzles,5,19:03:00,20:11:00,01:08:00,5
2019-06-11,GC,3,,,,
2019-07-09,Reformed Order of Academics,3,20:06:00,21:49:00,01:43:00,5
2019-07-09,Button Classic,4,20:02:00,21:36:00,01:34:00,5
2019-07-09,Dunder Mifflin,4,19:30:00,21:14:00,01:44:00,5
2019-07-09,Likely Suspects,5,19:50:00,21:08:00,01:18:00,5
2019-07-09,Sophia and Erica's Team,2,19:15:00,20:58:00,01:43:00,5
2019-07-09,Freecrollstein,3,19:33:00,20:58:00,01:25:00,4
2019-07-09,Zero Seconds,2,19:15:00,20:43:00,01:28:00,5
2019-07-09,Puzzlestar Puzzlactica,4,19:40:00,20:44:00,01:04:00,5
2019-07-09,Yesterday's Satan,4,19:24:00,20:43:00,01:19:00,4
2019-07-09,Lady Charlotte's Party Train,3,19:07:00,20:40:00,01:33:00,5
2019-07-09,Gentleman Johnny's Party Train,3,19:07:00,20:40:00,01:33:00,5
2019-07-09,Team's Tim,3,19:18:00,20:33:00,01:15:00,5
2019-07-09,Bad Boys of Market Research,2,19:04:00,20:32:00,01:28:00,5
2019-07-09,Stuck in the Squiddle,5,19:22:00,20:33:00,01:11:00,5
2019-07-09,Plant & Whale,5,19:29:00,20:28:00,00:59:00,5
2019-07-09,Scent of Potroast,2,19:05:00,20:28:00,01:23:00,5
2019-07-09,Tryna Taco,4,19:03:00,20:27:00,01:24:00,5
2019-07-09,Vegetable Magic,4,19:26:00,20:25:00,00:59:00,5
2019-07-09,Epic Sailors,2,19:43:00,20:17:00,00:34:00,5
2019-07-09,Puzzleworks,4,19:13:00,20:16:00,01:03:00,5
2019-07-09,Nebuchadnezzar,3,19:12:00,20:14:00,01:02:00,5
2019-07-09,Spinish,4,19:02:00,20:10:00,01:08:00,5
2019-07-09,Team 🐱's Team,4,19:17:00,20:07:00,00:50:00,5
2019-07-09,Dr. kNASA,4,19:28:00,19:51:00,00:23:00,5
2019-07-09,Ryan's Angels,3,19:12:00,20:19:00,01:07:00,5
2019-07-09,GC,3,,,,
2019-08-13,Maryland Peeps,2,21:42:00,21:52:00,00:10:00,1
2019-08-13,Beam,2,19:20:00,19:50:00,00:30:00,6
2019-08-13,Dr. No Strings Attached,4,19:51:00,20:21:00,00:30:00,6
2019-08-13,Team Kat's Team,3,19:20:00,19:52:00,00:32:00,6
2019-08-13,Puzzlestar Puzzlactica,4,19:13:00,19:47:00,00:34:00,6
2019-08-13,Zero Seconds,3,19:13:00,19:59:00,00:46:00,6
2019-08-13,Vegetable Magic,3,19:16:00,20:05:00,00:49:00,6
2019-08-13,4 Score and 7 Beers Ago,4,19:50:00,20:39:00,00:49:00,6
2019-08-13,WareWolfe Bät-Mitzvah,3,19:41:00,20:35:00,00:54:00,6
2019-08-13,Likely Suspects,4,20:38:00,21:33:00,00:55:00,6
2019-08-13,Gentleman Johnny's Party Train,4,19:30:00,20:25:00,00:55:00,6
2019-08-13,Ryan's Angels,5,19:14:00,20:13:00,00:59:00,6
2019-08-13,Squids gone rogue,7,20:15:00,21:22:00,01:07:00,6
2019-08-13,Pickled Black Licorice,6,19:09:00,20:17:00,01:08:00,6
2019-08-13,Spinish,3,19:33:00,20:45:00,01:12:00,6
2019-08-13,Button Classic,4,19:57:00,21:13:00,01:16:00,6
2019-08-13,Tryna Taco,3,19:33:00,20:49:00,01:16:00,6
2019-08-13,Fashionably Late,5,19:32:00,20:48:00,01:16:00,6
2019-08-13,Plant and Whale,6,19:33:00,20:49:00,01:16:00,6
2019-08-13,Marisa's Team,3,19:03:00,20:19:00,01:16:00,6
2019-08-13,Kevin and the Pussycat,2,19:03:00,20:21:00,01:18:00,6
2019-08-13,LDM,3,20:31:00,21:54:00,01:23:00,6
2019-08-13,2 Z's and an A,3,19:02:00,20:25:00,01:23:00,6
2019-08-13,Fozzies,4,19:02:00,20:26:00,01:24:00,6
2019-08-13,Bad Boys of Muppet Research,2,19:01:00,20:25:00,01:24:00,6
2019-08-13,Scent of Potroast,1,19:03:00,20:28:00,01:25:00,6
2019-08-13,Lady Charlotte's Party Train,4,19:30:00,21:20:00,01:50:00,6
2019-08-13,Dream Crushers,4,19:52:00,22:00:00,02:08:00,6
2019-08-13,GC,3,,,,
2019-09-10,A Squid by any other name,4,19:32:00,21:30:00,01:58:00,5
2019-09-10,Disorganized Enthusiasm,2,19:01:00,22:02:00,03:01:00,5
2019-09-10,Werewolf Bar Mitzvah,4,19:55:00,21:54:00,01:59:00,5
2019-09-10,Fully Employed Puzzle Heros,2,20:19:00,21:52:00,01:33:00,5
2019-09-10,Zero Seconds,2,20:06:00,21:50:00,01:44:00,5
2019-09-10,Team NITT,4,19:10:00,21:50:00,02:40:00,5
2019-09-10,Unnamed Kaj Snow Team,3,19:24:00,21:47:00,02:23:00,5
2019-09-10,Vegetable Magic,2,19:24:00,21:43:00,02:19:00,5
2019-09-10,The Likely Suspects,4,20:23:00,21:43:00,01:20:00,5
2019-09-10,Beth,1,19:29:00,21:37:00,02:08:00,4
2019-09-10,Space,2,19:07:00,21:33:00,02:26:00,5
2019-09-10,Pickled Black Licorice,3,19:34:00,21:30:00,01:56:00,5
2019-09-10,LDM,3,19:45:00,21:30:00,01:45:00,5
2019-09-10,The Oink Squad,5,19:09:00,21:26:00,02:17:00,5
2019-09-10,Pondhoppers,5,19:11:00,21:22:00,02:11:00,5
2019-09-10,Spinish,5,19:24:00,21:22:00,01:58:00,5
2019-09-10,Esquiiiiiiire,4,19:43:00,21:13:00,01:30:00,5
2019-09-10,Castle Cat,5,19:30:00,21:03:00,01:33:00,5
2019-09-10,Scent of Potroast,5,19:11:00,21:02:00,01:51:00,5
2019-09-10,#NoPencils,4,19:08:00,21:00:00,01:52:00,5
2019-09-10,Low Line,3,19:03:00,20:59:00,01:56:00,5
2019-09-10,Dr. Dimension-o,4,19:51:00,20:59:00,01:08:00,5
2019-09-10,I'm puzzled... give me a pint!,3,19:01:00,20:56:00,01:55:00,5
2019-09-10,C TEAM or CEAM,5,19:43:00,20:54:00,01:11:00,5
2019-09-10,Puzzlestar Puzzlactica,4,19:38:00,20:46:00,01:08:00,5
2019-09-10,Bad boys of Market Research and birds,2,19:03:00,20:49:00,01:46:00,5
2019-09-10,Team 🐱's Team,5,19:40:00,20:46:00,01:06:00,5
2019-09-10,Kramer's Krew,3,19:11:00,20:24:00,01:13:00,5
2019-09-10,Quizteama Aguilera,2,19:22:00,21:22:00,02:00:00,4
2019-09-10,GC,,,,,
2019-10-08,Prismatic Nexus,4,18:34:00,19:31:00,00:57:00,6
2019-10-08,Castle Cat,3,19:06:00,19:54:00,00:48:00,6
2019-10-08,Spinish,5,19:03:00,19:59:00,00:56:00,6
2019-10-08,Puzzlestar Puzzlactica,4,19:23:00,20:03:00,00:40:00,6
2019-10-08,Epic Sailors,2,19:26:00,20:09:00,00:43:00,6
2019-10-08,Low Brow Line,4,19:01:00,20:11:00,01:10:00,6
2019-10-08,Dr. Nosferatutu: Electric Booooooooogaloo!,5,19:46:00,20:22:00,00:36:00,6
2019-10-08,Scent of Pot Roast,2,19:03:00,20:33:00,01:30:00,6
2019-10-08,Zero Seconds,2,19:43:00,20:45:00,01:02:00,6
2019-10-08,Gentleman Johnny's Party Train,4,19:48:00,20:47:00,00:59:00,6
2019-10-08,Space,3,19:02:00,20:50:00,01:48:00,6
2019-10-08,Pickled Black Licorice,5,19:38:00,20:52:00,01:14:00,6
2019-10-08,HelpImStuckInThePuzzleFactory,3,19:10:00,20:56:00,01:46:00,6
2019-10-08,Plant and Whale,5,19:40:00,20:57:00,01:17:00,6
2019-10-08,Team 2119,3,19:52:00,21:19:00,01:27:00,6
2019-10-08,The Likely Suspects,4,20:01:00,21:25:00,01:24:00,6
2019-10-08,Kramer's Krew,3,19:51:00,21:27:00,01:36:00,6
2019-10-08,BZ,1,19:36:00,22:01:00,02:25:00,5
2019-10-08,Team NITT,3,19:13:00,22:02:00,02:49:00,6
2019-10-08,Team Name,4,19:15:00,22:02:00,02:47:00,6
2019-10-08,Unknown Team,3,,,00:00:00,
2019-10-08,GC,2,,,,
2019-10-08,Yom Kippur Special,,,,,
2019-10-08,Dream Crushers,3,19:05:00,20:37:00,01:32:00,6
2019-10-08,Bad Boys and Girl of Market Research and Industrial Health,3,19:39:00,20:38:00,00:59:00,6
2019-10-08,Date Night,2,19:04:00,21:41:00,02:37:00,6
2019-10-08,GC,2,,,,
2019-11-12,Glory (W)holes,5,20:10:00,21:34:00,01:24:00,4
2019-11-12,Conversational Maxims,2,20:33:00,21:32:00,00:59:00,5
2019-11-12,Derivatives,3,19:29:00,21:23:00,01:54:00,5
2019-11-12,The Blurst of Teams,2,19:20:00,21:13:00,01:53:00,5
2019-11-12,Esquiiiiiiiiimo,4,19:54:00,20:58:00,01:04:00,5
2019-11-12,Ballbarians,4,19:19:00,20:58:00,01:39:00,5
2019-11-12,Puzzles of Pebble Road,2,19:10:00,20:56:00,01:46:00,5
2019-11-12,Fire Breathing Rubber Ducks,5,19:18:00,20:44:00,01:26:00,5
2019-11-12,NBC,4,19:04:00,20:42:00,01:38:00,5
2019-11-12,4 Scores and 7 Beers Ago,2,19:05:00,20:40:00,01:35:00,5
2019-11-12,The Likely Suspects,4,19:23:00,20:34:00,01:11:00,5
2019-11-12,Pickled Black Licorice,8,19:07:00,20:33:00,01:26:00,5
2019-11-12,Castle Cat,3,19:37:00,20:28:00,00:51:00,5
2019-11-12,Plant and Whale,5,19:26:00,20:27:00,01:01:00,5
2019-11-12,NITT,5,19:09:00,20:19:00,01:10:00,5
2019-11-12,Dr. Note,4,19:58:00,20:19:00,00:21:00,5
2019-11-12,Scent of Potroast,3,19:06:00,20:18:00,01:12:00,5
2019-11-12,B Team,3,19:23:00,20:16:00,00:53:00,5
2019-11-12,Zero Seconds,2,19:26:00,20:14:00,00:48:00,5
2019-11-12,"The Bad Boys and Girl of Market Research, Birds, and Industrial Hygiene",4,19:06:00,20:07:00,01:01:00,5
2019-11-12,Puzzlestar Puzzlactica,3,19:15:00,20:05:00,00:50:00,5
2019-11-12,Vegetable Magic,5,19:08:00,19:59:00,00:51:00,5
2019-11-12,Low Brow Line,4,19:04:00,19:52:00,00:48:00,5
2019-11-12,Space,3,19:07:00,19:50:00,00:43:00,5
2019-11-12,Team Kat's Team,3,19:19:00,19:40:00,00:21:00,5
2019-11-12,GC,2,,,,
2019-12-10,Dr. Nokatomi,5,19:46:00,20:17:00,00:31:00,5
2019-12-10,Team 😺's Team,4,19:12:00,19:50:00,00:38:00,5
2019-12-10,Plant and Whale,7,19:28:00,20:09:00,00:41:00,5
2019-12-10,Puzzlestar Puzzlactica,4,19:29:00,20:12:00,00:43:00,5
2019-12-10,Castle Cat,4,19:11:00,19:54:00,00:43:00,5
2019-12-10,Vegetable Magic,3,19:09:00,19:58:00,00:49:00,5
2019-12-10,Zero Seconds,3,19:27:00,20:22:00,00:55:00,5
2019-12-10,Space,3,19:25:00,20:32:00,01:07:00,5
2019-12-10,Button Classic,4,19:19:00,20:28:00,01:09:00,5
2019-12-10,Sigourney's Beaver,5,19:11:00,20:20:00,01:09:00,5
2019-12-10,The Likely Suspects,4,19:53:00,21:03:00,01:10:00,5
2019-12-10,Low Line,3,19:01:00,20:15:00,01:14:00,5
2019-12-10,Pickled Black Licorice,6,19:21:00,20:37:00,01:16:00,5
2019-12-10,Team Awesome,2,20:11:00,21:29:00,01:18:00,3
2019-12-10,Spinish,4,19:03:00,20:25:00,01:22:00,5
2019-12-10,NITT,5,19:11:00,20:34:00,01:23:00,5
2019-12-10,[Default team name],3,19:09:00,20:35:00,01:26:00,5
2019-12-10,Gentleman Johnny's Party Train,4,19:36:00,21:02:00,01:26:00,5
2019-12-10,Quizteama Does Puzzles,3,19:01:00,20:29:00,01:28:00,5
2019-12-10,Bilabial Clicks,2,20:16:00,21:50:00,01:34:00,5
2019-12-10,Santa's Little Elves,7,19:18:00,20:55:00,01:37:00,5
2019-12-10,Spanish Insquiiiiiidition,3,19:23:00,21:03:00,01:40:00,5
2019-12-10,Dream Crushers,2,20:19:00,22:00:00,01:41:00,4
2019-12-10,It's Freezing Cold Outside,3,19:10:00,20:55:00,01:45:00,5
2019-12-10,Squ11d,4,19:38:00,21:27:00,01:49:00,4
2019-12-10,Puzzle Flex Medical,5,19:21:00,21:37:00,02:16:00,5
2019-12-10,GC,3,,,,
2020-01-14,Jibe Ho,3,19:08:00,21:47:00,02:39:00,5
2020-01-14,Team Overconfidence,3,19:05:00,20:03:00,00:58:00,5
2020-01-14,Hare Apparent,3,19:06:00,20:01:00,00:55:00,5
2020-01-14,Puzzlestar Puzzlactica,4,19:07:00,20:01:00,00:54:00,5
2020-01-14,B Team,4,19:05:00,19:57:00,00:52:00,5
2020-01-14,Low Line,3,19:01:00,19:57:00,00:56:00,5
2020-01-14,Natty 1's,7,19:06:00,19:56:00,00:50:00,5
2020-01-14,Zero Seconds,4,19:06:00,19:48:00,00:42:00,5
2020-01-14,Team 😸,3,19:04:00,19:46:00,00:42:00,5
2020-01-14,Clever Cat Name,3,19:08:00,19:56:00,00:48:00,5
2020-01-14,Vegetable Magic,4,19:23:00,20:09:00,00:46:00,5
2020-01-14,Dr. Knowko,4,19:44:00,20:16:00,00:32:00,5
2020-01-14,Castle Cats,2,19:21:00,20:27:00,01:06:00,5
2020-01-14,"Scent of ""Paw""troast",2,19:10:00,20:27:00,01:17:00,5
2020-01-14,Four Score and Seven Beers Ago,4,19:44:00,20:32:00,00:48:00,5
2020-01-14,Gentleman Johnny's Party Train,7,19:31:00,20:35:00,01:04:00,5
2020-01-14,The Likely Suspects,6,19:19:00,20:36:00,01:17:00,5
2020-01-14,Lola's Crew,6,19:23:00,20:49:00,01:26:00,5
2020-01-14,Space,3,19:32:00,20:53:00,01:21:00,5
2020-01-14,Button Classic,6,19:54:00,20:57:00,01:03:00,5
2020-01-14,Becky + Erin,2,19:00:00,21:02:00,02:02:00,5
2020-01-14,Bluest of Teams,2,19:06:00,21:06:00,02:00:00,5
2020-01-14,Team SQUIIIIIID! (?),3,19:38:00,21:05:00,01:27:00,5
2020-01-14,SquidONE,3,19:41:00,21:09:00,01:28:00,4
2020-01-14,Aww Crap! Forgot to Register,2,20:09:00,21:19:00,01:10:00,5
2020-01-14,Team NITT,5,19:06:00,21:27:00,02:21:00,5
2020-01-14,Pickled Black Licorice,8,19:24:00,21:34:00,02:10:00,5
2020-01-14,Mocha Frappuccino,2,19:10:00,21:00:00,01:50:00,2
2020-01-14,GC,3,,,,
2020-02-11,Bees...?,2,19:37:00,21:40:00,02:03:00,5
2020-02-11,B Team,4,19:39:00,21:07:00,01:28:00,5
2020-02-11,Castle Cat,4,19:33:00,20:36:00,01:03:00,5
2020-02-11,Doctors WIthout Corners,4,20:26:00,21:06:00,00:40:00,5
2020-02-11,Gentleman Johnny's Party Train,6,20:11:00,21:10:00,00:59:00,5
2020-02-11,High Pressure Puzzle People,5,19:51:00,21:45:00,01:54:00,5
2020-02-11,Hoops McGoops,2,19:31:00,22:00:00,02:29:00,4
2020-02-11,Jibe Ho,3,19:30:00,22:00:00,02:30:00,2
2020-02-11,Kaj Memorial,4,19:43:00,22:00:00,02:17:00,4
2020-02-11,Spanish,3,20:04:00,21:13:00,01:09:00,5
2020-02-11,Low-Line,3,19:30:00,20:41:00,01:11:00,5
2020-02-11,Plant & Whale,5,19:58:00,21:34:00,01:36:00,5
2020-02-11,Puzzlestar Puzzleactica,3,19:48:00,21:01:00,01:13:00,5
2020-02-11,Space,3,19:38:00,21:12:00,01:34:00,5
2020-02-11,The Blurst of Teams,4,19:35:00,21:20:00,01:45:00,5
2020-02-11,The C@r@line Syzygy,2,19:55:00,20:17:00,00:22:00,5
2020-02-11,The Disenchanted,2,19:47:00,21:38:00,01:51:00,5
2020-02-11,The Likely Suspects,5,19:45:00,21:10:00,01:25:00,5
